,ACTN2,ADIPOR1,BACE2,BCAP29,CAMK2G,CAP2,CDKL5,CPOX,CXCL1,DAB2,DUSP7,DYNC1I1,EFNA5,EIF4H,EOGT,FAT3,FERMT2,JAG2,JMJD1C,LAMA5,LDLRAD4,MAML2,MPC1,MYCT1,PCDH7,PDZD2,PTP4A3,PTPN2,RALB,RAP1GAP,RPS6KA3,RRM2B,SAV1,SERPINI1,SFT2D1,SH2B3,SORCS1,SSX2IP,ST3GAL1,SYPL1,SYT6,TBC1D4,TMEM189,TNFAIP8L1,USP2,USP6NL,WDR60,WIPI1,ZBTB18
PCDH7,0.00433905011884891,5.19853383036501e-06,4.47428851999086e-05,0.007349734484937,0.00135252754471322,0.000882008995749076,0.00940138155911943,8.24022172581009e-07,3.16545293902812e-10,2.020379650256e-05,0.0026952860408401,0.00076938553659082,0.000190655367132499,9.17030543523149e-07,6.85640971776585e-07,0.000427844023994506,0.000861233227326687,5.60134629228407e-05,0.000883460119113156,3.04623380758375e-06,0.0158345203736305,1.05102678269769e-06,0.00317300503034984,1.799390505582e-06,1,0.00082266540084047,1.23591158038587e-05,0.0122314249919909,8.58449992032729e-06,0.0015163580118227,0.000446226675672192,0.00036740174960944,0.00187966212056546,0.00015559339166836,1.05541654436422e-05,5.33086629219182e-05,0.0178718050285097,0.016599533167059,0.000521635513190277,1.07919544172503e-05,0.00010749731665099,0.00871641717311508,9.6412874614243e-05,0.00499248418289448,0.00774986156385029,2.35192546258465e-05,9.78830816911612e-07,6.93291868235722e-09,0.00798032896406345
PDZD2,0.00046216738292982,0.000105992465915994,0.0100533384435744,0.000650781034827454,0.00285955216223631,0.0158956317184355,0.0116337217987517,2.58170045521757e-08,1.68097446890506e-09,2.31246416048749e-05,0.0083715137372473,0.00160619698425978,0.0013343751315916,1.04553793956059e-05,2.67715959210494e-05,0.000512004710741049,3.97820893539729e-05,0.000608914431901499,0.000636525873837671,1.11904687050971e-06,5.14749794321665e-05,0.00161038519408037,0.000271538655302811,1.47274058201614e-07,0.00082266540084047,1,2.51525711518237e-05,0.000576537899822385,0.00116110956932556,0.00807310269859918,0.00124605093682816,0.000146359361329768,0.00176908906939769,0.00878267067954002,6.92705752842853e-07,0.0107175370186902,0.00634059286665068,0.000346270875966578,0.0501790479830507,1.83302068104672e-05,0.0467444882343179,0.000330843030180901,0.000664384813829258,0.00779962616679097,0.00180734210450746,0.000455153366813634,1.73816967681267e-05,1.48488943870921e-07,0.00370928527067721
PTP4A3,7.37293337240365e-07,5.03314099382956e-07,9.94712033969521e-06,0.000100522936257353,0.000124628197999887,3.0134508690507e-06,0.000132448658692529,1.26956242298763e-10,3.28965967254231e-07,5.55204892605246e-08,6.18575590846863e-06,1.27056422839201e-05,0.000149367137665967,1.18774340043383e-07,3.89192121260216e-06,0.00393332638787748,2.19039319996857e-07,0.00230765673013925,0.000351317769752418,3.28304124997976e-05,3.62913230445054e-06,8.78821177648939e-08,7.47781545407259e-07,4.93803169877892e-06,1.23591158038587e-05,2.51525711518237e-05,1,9.63584682441597e-06,1.23912005805891e-07,1.47320140955134e-05,5.79970619880288e-07,1.28978009170386e-05,3.51754037526913e-06,1.40556866713983e-05,4.9030622634194e-07,7.54742326623013e-06,1.17624047827715e-05,6.15547929539546e-05,8.92302517891461e-06,2.08917837095401e-05,3.26510093042062e-06,6.23407777732667e-07,0.000316327652942126,1.66665862904703e-05,4.10787497319797e-06,0.00187623363680576,0.000185759301664572,5.75972325358699e-06,6.68732019964399e-05
PTPN2,0.0781969556183387,4.44165429343281e-06,0.000103012793610391,0.0104079232590212,0.00385145794975586,0.0026126955257529,0.00354763452290715,1.96380650176394e-08,8.06213498112796e-09,1.44089544121129e-05,0.0112327146624707,0.00149726133792314,6.88105008548617e-05,1.41835240980704e-06,4.56610264680925e-07,0.00111615762553193,0.000653787453831632,0.000353517839365045,0.0015201143301945,7.25015427111657e-06,0.0137187453488591,5.73007483805487e-07,0.00530358080858737,7.47792178055266e-06,0.0122314249919909,0.000576537899822385,9.63584682441597e-06,1,3.19374574969995e-06,0.0150713030494219,0.0003725028852682,0.00192091619341367,0.00448790063683387,0.000143686620745226,2.04399707250443e-05,0.000108403936496136,0.0204014091035763,0.0371396380829265,0.00177835901606649,1.47777692871625e-05,9.54806708968771e-05,0.00759699295000162,5.19221470534554e-05,0.000637969800704279,0.0123043505231343,3.52439979296425e-05,2.45667448084414e-05,4.50842140324466e-09,0.00983466430319178
RALB,6.74744830330796e-06,1.01354774978474e-05,1.16308949648646e-05,9.99134635138759e-06,5.45810553255229e-06,8.92983803597126e-05,2.77652196185495e-05,6.44185053796711e-06,2.06077016390614e-10,0.000123276326800005,0.000103978929658969,4.99193727394037e-06,4.55591382887195e-06,1.154054292034e-08,0.000242505195167088,7.24033747980907e-07,1.48224622597054e-07,2.47602516981518e-06,8.74831425581619e-07,1.62178033652145e-07,0.000105233628212425,3.59422991822586e-06,4.92215261149449e-07,1.53392170617331e-06,8.58449992032729e-06,0.00116110956932556,1.23912005805891e-07,3.19374574969995e-06,1,3.28557725333458e-05,2.66273175180732e-05,5.80972302073124e-05,1.44409988137314e-05,0.00104532513432034,3.3458618023569e-09,0.000354755302433714,1.08842877165188e-05,5.77530531886123e-06,0.000112673816785078,4.72175909992889e-06,9.21436938952892e-05,1.35165553247108e-05,0.000132654735619146,0.000383054602208041,3.08704271880338e-06,4.80449237627487e-07,7.7265120046837e-08,6.88736107479612e-06,5.30584956623348e-06
RAP1GAP,0.00434887247949014,7.54595535821259e-06,0.000312954631388777,0.00774962482532185,0.0190294850148347,0.00208073254759392,0.00195634257330023,4.71174358607545e-09,1.85653543787221e-09,1.22160767304087e-05,0.00320400920913092,0.000179351720179418,2.96943738704996e-05,2.83669772412111e-07,2.68777068139575e-06,0.000139669634070342,0.000184456608517981,0.000233909605654752,0.000187288274696884,1.8328221165582e-06,0.000753200461464554,1.45462454680789e-05,0.00157306278673151,7.30892393791085e-06,0.0015163580118227,0.00807310269859918,1.47320140955134e-05,0.0150713030494219,3.28557725333458e-05,1,0.00177041023598691,0.000183261526062915,0.00894229611047582,0.00594725974884903,4.17149254813675e-06,0.000704818637445895,0.00587892014536787,0.00120112849387683,0.00787801095971847,1.72176327853636e-05,0.000459607961907041,0.00115001381319012,9.27244505808159e-05,0.000366998069114782,0.00283042012274478,1.77779887020442e-05,6.42585186826158e-06,7.8301075483189e-08,0.0014584875060498
RPS6KA3,0.00101697398383543,4.77679405875164e-06,5.05459153804592e-05,0.000342402943636749,0.000363275809881699,0.00208335695807141,0.00238061380158567,3.25576557950704e-09,1.2047584656247e-10,1.35665283156956e-05,0.00230252761590422,0.000174348784108181,2.04273092321289e-05,2.11220417831649e-06,3.15663210104358e-05,2.97981031955674e-05,0.000463420047198539,6.33074327058261e-05,0.000430606504402463,1.51274560829805e-06,0.000114065511137171,2.79535511002481e-06,0.000661579110484197,6.45109999283419e-08,0.000446226675672192,0.00124605093682816,5.79970619880288e-07,0.0003725028852682,2.66273175180732e-05,0.00177041023598691,1,0.000116474369877186,0.0167887824608338,0.00801353114969181,4.63490628028947e-06,0.00580276088723362,0.00509188165695088,5.28926802386832e-05,0.00492769172462117,9.73731825694508e-06,9.28991706778716e-05,0.00360194987075535,5.45635235959819e-05,0.000622984751738865,0.00138607841336487,5.29023070907105e-06,2.04650513039942e-06,9.9642294789848e-06,0.00281297758481097
RRM2B,0.00340731632844918,1.54341884527933e-05,5.60942555140543e-06,0.00114497894357651,0.000290140695466615,0.00185980168149646,0.00147584344604638,2.22433218041706e-07,1.06324386075441e-10,3.36365025873361e-06,0.00136669562044247,0.00109905638342317,3.69386577285354e-05,3.63454668583479e-08,5.07456422836554e-07,3.90090454196442e-05,1.94220636259046e-05,7.03687737937864e-05,5.75204723601078e-05,1.03750112144884e-07,0.00870823120455045,2.29469138152638e-07,2.98213258406166e-05,4.76248188353764e-07,0.00036740174960944,0.000146359361329768,1.28978009170386e-05,0.00192091619341367,5.80972302073124e-05,0.000183261526062915,0.000116474369877186,1,0.0011566787768801,2.23652320053646e-05,1.20062234951009e-07,0.000329967846727142,0.000324546452556277,0.0019866673713289,0.000210016005518906,3.08039849777652e-05,3.86933960028625e-05,0.00350498929590446,9.67894403549008e-05,0.000110515935573203,0.000236399823542146,5.39355789614623e-06,5.21115673781052e-07,8.38705705482957e-07,0.000489794269312492
SAV1,0.00431397006192492,8.33812252658107e-05,0.000240138918608394,0.00338964020396453,0.005114899944838,0.00133458349677901,0.00149290422292833,1.38854088637498e-08,1.04976728050183e-09,4.18309397968368e-05,0.00216562127133612,0.000157725458838557,1.77778035416668e-05,7.92522084765878e-06,1.19484151540137e-06,0.00013196274558648,0.00650620331567208,0.00022103934632672,0.00130985065397997,3.38114950641083e-05,0.000544638993101998,3.74081182011526e-06,0.00655542342709593,4.94345738112059e-07,0.00187966212056546,0.00176908906939769,3.51754037526913e-06,0.00448790063683387,1.44409988137314e-05,0.00894229611047582,0.0167887824608338,0.0011566787768801,1,0.00089052863663728,7.0626497362515e-05,0.00107411721135679,0.0211367645113444,0.000401343182517307,0.00520032276287337,0.000108133492810738,0.000123135164280429,0.0112274677616986,0.0002694252332712,0.00210992387253175,0.00458958983477862,1.3716440083185e-05,6.69038515519828e-06,1.90836856211858e-07,0.00506566373874183
SERPINI1,0.000208634945974658,1.5444170283056e-06,0.000104561512016294,7.581868930504e-05,0.000232042416622336,0.0014332783558299,0.00333998969784851,8.26763590335175e-09,7.07320952080396e-10,3.02097487071024e-06,0.00120992474986903,0.000195796191429713,0.000231664956893727,1.40879118837795e-07,1.23857316642155e-05,2.80163600274124e-05,1.19518389435971e-05,0.000398892982986833,0.000178692129107485,1.77536231304815e-07,1.7825768712613e-05,1.51246241954118e-05,4.38115188777323e-05,1.08716969085483e-07,0.00015559339166836,0.00878267067954002,1.40556866713983e-05,0.000143686620745226,0.00104532513432034,0.00594725974884903,0.00801353114969181,2.23652320053646e-05,0.00089052863663728,1,1.50712254668472e-07,0.00455086026275773,0.000432676783380109,2.65376665748529e-05,0.00462094514842183,5.22307197998994e-07,0.000488113741539666,6.38732367636904e-05,0.000665652716396458,0.00171016272559179,8.67351878674851e-05,9.3652008817402e-06,4.32973591732208e-06,9.20056622349423e-06,0.00111457840897606
SFT2D1,2.41665380803639e-06,5.47794627181624e-07,2.41300047217873e-07,1.00999213794897e-05,2.70565754579683e-06,1.42667269429976e-06,9.21553340110575e-06,3.71654251779158e-08,7.48861063970542e-08,3.60693409829771e-07,1.9911595050139e-06,5.6542133069707e-07,6.64263344914298e-07,8.29812039636223e-06,1.40746354654581e-07,5.30696066971997e-06,5.60339748287923e-05,4.7265385178423e-05,0.00024671739658317,5.34395968773615e-05,3.26113255288129e-07,2.99967823844549e-07,0.00244310610693367,4.47477536841364e-10,1.05541654436422e-05,6.92705752842853e-07,4.9030622634194e-07,2.04399707250443e-05,3.3458618023569e-09,4.17149254813675e-06,4.63490628028947e-06,1.20062234951009e-07,7.0626497362515e-05,1.50712254668472e-07,1,3.1964600818112e-07,3.10776431815371e-05,6.06316561563079e-07,4.82104080963364e-06,4.91218582233346e-06,5.35506207950961e-08,1.47911208765211e-05,2.05444789713294e-06,5.26031797781291e-07,2.02220199963691e-05,3.98753461872258e-08,0.000213287637841402,1.49094791922028e-08,4.08349495474032e-05
SH2B3,0.000169088177109175,0.000105886981549912,0.000297305021950729,4.22863882381914e-05,0.000246282996907582,0.00452297011267877,0.00233080860807108,5.92629841537989e-09,3.82922668100675e-08,8.55559170628815e-05,0.00469324491913995,0.000224477186403001,0.000278655532654624,2.51262500799963e-06,0.000324945270835301,0.000150764176605466,7.89742087883428e-06,0.00072889095116975,0.000593417654303745,8.2710273632133e-07,8.61628757516622e-06,0.000243660812161069,7.13120573249983e-05,6.78473215669291e-07,5.33086629219182e-05,0.0107175370186902,7.54742326623013e-06,0.000108403936496136,0.000354755302433714,0.000704818637445895,0.00580276088723362,0.000329967846727142,0.00107411721135679,0.00455086026275773,3.1964600818112e-07,1,0.000414126010826561,2.10359855071669e-05,0.0291836447135529,2.42039048682516e-05,0.00070834161677547,5.98765796338248e-05,0.00267847099882252,0.00187078484074129,0.000288268345873856,8.01220212737937e-06,9.81651973049552e-05,2.68509465425287e-06,0.000997951435792999
SORCS1,0.00498753677669874,1.82027298534687e-05,0.00127009146939691,0.00795314520967822,0.00798779314769687,0.00527993170013266,0.0221464675136491,2.93324486574336e-08,2.13634330614913e-09,7.54704493315054e-06,0.00643632156462601,0.00252588132512579,0.000209954003160834,2.40086091697952e-05,5.8310007638661e-07,0.00129550708263203,0.00443822390512805,0.00043795244979552,0.0120265358465573,0.000106391026967846,0.000902070501440761,1.24665208796099e-05,0.00432649796968203,6.61075757380969e-07,0.0178718050285097,0.00634059286665068,1.17624047827715e-05,0.0204014091035763,1.08842877165188e-05,0.00587892014536787,0.00509188165695088,0.000324546452556277,0.0211367645113444,0.000432676783380109,3.10776431815371e-05,0.000414126010826561,1,0.00335434295942736,0.00634080789243909,1.38800756931833e-05,0.000962830770488665,0.0128433391811464,0.000157261732515172,0.00431344921549909,0.0567012341735895,0.000389600432353919,2.0323189278954e-05,5.09335291795178e-08,0.0555695860563864
SSX2IP,0.00718103545854968,1.29030081655019e-05,5.42019190538541e-05,0.0159060229448778,0.00269902219002676,0.000586773425767084,0.00446865415246274,2.11579100851083e-08,1.43572068249518e-10,1.76038731004354e-05,0.00156471336944171,0.000961926150700751,6.34222948876271e-05,2.64404597119073e-07,9.42183080156968e-07,0.0012236159635246,9.56494643923626e-05,4.60784754453766e-05,0.00029631575311294,9.43708649288236e-07,0.0447292013856622,6.36095602399519e-07,0.00040057876954043,2.17847498690979e-06,0.016599533167059,0.000346270875966578,6.15547929539546e-05,0.0371396380829265,5.77530531886123e-06,0.00120112849387683,5.28926802386832e-05,0.0019866673713289,0.000401343182517307,2.65376665748529e-05,6.06316561563079e-07,2.10359855071669e-05,0.00335434295942736,1,0.000256156701751663,3.35916642716283e-05,0.000146936370937962,0.00157656688480798,9.41026668279439e-06,0.000274924448186429,0.00165162013725057,0.000142207330595981,1.27915074556461e-06,5.05746767694397e-09,0.00309374752504808
ST3GAL1,0.00144246711186981,1.53965709487805e-05,0.00662765283531051,0.000701777182234767,0.00147308895901251,0.0359488579235893,0.00929143323286093,1.27708967401603e-08,6.42872809119802e-08,0.000181145527908555,0.0184759505460082,0.00229524959765677,0.000679955884760644,2.2196079563562e-06,1.4297902466031e-05,0.000406639352739116,6.927919165889e-05,0.001958106215703,0.00215821654860236,3.64942632183657e-06,6.71564061812622e-05,0.000130606309419684,0.00145775186397358,3.99716721305711e-07,0.000521635513190277,0.0501790479830507,8.92302517891461e-06,0.00177835901606649,0.000112673816785078,0.00787801095971847,0.00492769172462117,0.000210016005518906,0.00520032276287337,0.00462094514842183,4.82104080963364e-06,0.0291836447135529,0.00634080789243909,0.000256156701751663,1,3.36609630830296e-06,0.00952151678050174,0.000398991832405994,0.000516496945592462,0.00663826468784097,0.00332282827862706,0.000124931671194918,0.000195167683396527,1.69945190079209e-07,0.00913394545954437
SYPL1,1.86955886307466e-06,4.58710170650315e-06,1.69938822767934e-06,0.00131064122540801,1.31047147574338e-05,5.64964827817217e-06,9.687162768532e-07,1.21149564907173e-08,1.33113950368538e-10,7.34166129739044e-05,6.71967576833211e-06,2.20836710169431e-07,7.81216298679662e-08,2.20195534714767e-07,0.000111448011079318,8.47853880047793e-06,9.69229456514492e-06,2.32483188608658e-07,2.69518193742307e-07,3.0778226734061e-05,3.65884515410976e-05,2.51053016121952e-06,3.41596395915887e-05,6.0994520616807e-07,1.07919544172503e-05,1.83302068104672e-05,2.08917837095401e-05,1.47777692871625e-05,4.72175909992889e-06,1.72176327853636e-05,9.73731825694508e-06,3.08039849777652e-05,0.000108133492810738,5.22307197998994e-07,4.91218582233346e-06,2.42039048682516e-05,1.38800756931833e-05,3.35916642716283e-05,3.36609630830296e-06,1,8.53575309533594e-07,3.50281462301168e-05,1.48884764234122e-06,1.04719571257073e-06,4.74153016986851e-06,4.16902347026979e-07,1.40937307687199e-07,7.37324396089407e-06,1.04956803948597e-06
SYT6,0.000136359776094848,2.73589826214635e-05,0.0138025185086465,4.61879193428317e-05,0.000592263395729801,0.00350667856431197,0.0062898434218793,5.70347321073828e-08,1.77959308304258e-10,2.13518648624438e-06,0.00156988120762287,0.00383759848468254,0.00140161124716767,1.58930002857087e-06,1.30861617676314e-06,0.000145864917556455,2.4137232826304e-06,0.000114228674984445,0.00019242626564594,1.29778497932186e-07,9.84946704475679e-06,0.00031297310075882,2.19768974909063e-05,6.7395293280507e-09,0.00010749731665099,0.0467444882343179,3.26510093042062e-06,9.54806708968771e-05,9.21436938952892e-05,0.000459607961907041,9.28991706778716e-05,3.86933960028625e-05,0.000123135164280429,0.000488113741539666,5.35506207950961e-08,0.00070834161677547,0.000962830770488665,0.000146936370937962,0.00952151678050174,8.53575309533594e-07,1,5.29780893060013e-05,4.14044285820661e-05,0.000703478396501835,0.000467147261685017,0.000426000900645145,2.23252174739416e-06,3.65362065347023e-09,0.00126151427446762
TBC1D4,0.0167077395006981,3.73145019509744e-05,3.77788693251255e-05,0.00348475371893722,0.000406655098520324,0.000802533086946842,0.000823274992780819,5.13861623567475e-07,1.23433781084926e-10,9.99535289018556e-06,0.00413604231665353,0.000105663776281387,7.43470195312422e-06,3.29042799609123e-07,2.7151408833333e-06,2.49108123990268e-05,0.00187338646543441,2.03330793335996e-05,0.000157233896983217,1.90733216895204e-06,0.00874911050721391,3.6140004794894e-07,0.00188413480382064,1.16173539115962e-06,0.00871641717311508,0.000330843030180901,6.23407777732667e-07,0.00759699295000162,1.35165553247108e-05,0.00115001381319012,0.00360194987075535,0.00350498929590446,0.0112274677616986,6.38732367636904e-05,1.47911208765211e-05,5.98765796338248e-05,0.0128433391811464,0.00157656688480798,0.000398991832405994,3.50281462301168e-05,5.29780893060013e-05,1,2.60477798035944e-05,0.000478807090938954,0.00404698372482244,5.80859586730187e-06,3.28188177271433e-07,1.34001235571832e-07,0.00120178504118187
TMEM189,8.66543628138244e-05,7.84928445320079e-07,9.27609668644065e-06,9.80363897166239e-05,5.33219229882721e-05,0.000497889830031438,0.000399067747294281,1.32193524384102e-07,4.65793680582639e-07,5.67338589029778e-06,0.0021657462682167,0.000159673088619358,0.00348811546507045,1.40597622372101e-07,1.19246417488426e-05,0.000584920464895567,2.2495987607215e-06,0.00779604208466669,0.000762948511528633,1.45562973540261e-05,4.68053214548735e-06,3.16126314085471e-06,3.96473376946426e-05,6.87314593019525e-07,9.6412874614243e-05,0.000664384813829258,0.000316327652942126,5.19221470534554e-05,0.000132654735619146,9.27244505808159e-05,5.45635235959819e-05,9.67894403549008e-05,0.0002694252332712,0.000665652716396458,2.05444789713294e-06,0.00267847099882252,0.000157261732515172,9.41026668279439e-06,0.000516496945592462,1.48884764234122e-06,4.14044285820661e-05,2.60477798035944e-05,1,0.0125673880297953,5.35694026208426e-05,4.43723393466474e-06,0.000344506689410681,5.66360656127379e-06,0.000242127792355869
TNFAIP8L1,0.00130600554546112,3.02663360044222e-06,0.000219203403852736,0.000517555276561959,0.000346805951149365,0.00237673086921532,0.0043100768764988,6.6473918756421e-07,4.78674682769892e-09,3.62619433302786e-06,0.0113448649469366,0.000790330155720855,0.00116293002718781,2.92342779179583e-07,1.31050619299803e-06,0.000220795121912125,4.02138289114465e-05,0.000446296065609938,0.00065001296516743,1.20217627008647e-06,0.000134264119879245,1.30672853486356e-05,0.000126695465839948,1.97202569203654e-07,0.00499248418289448,0.00779962616679097,1.66665862904703e-05,0.000637969800704279,0.000383054602208041,0.000366998069114782,0.000622984751738865,0.000110515935573203,0.00210992387253175,0.00171016272559179,5.26031797781291e-07,0.00187078484074129,0.00431344921549909,0.000274924448186429,0.00663826468784097,1.04719571257073e-06,0.000703478396501835,0.000478807090938954,0.0125673880297953,1,0.000856637991668954,1.12265721794674e-05,7.85381414456178e-06,1.036570980393e-07,0.00175881955271634
USP2,0.00247777978142882,3.09760730070776e-05,0.00139579288297104,0.0029584257267072,0.0209379965411969,0.00489820533572324,0.00539779027286468,2.13268182585256e-08,3.4075197987159e-09,3.60795334903056e-06,0.0107659468723512,0.00059921292538528,4.29629360538117e-05,2.65089369995776e-06,2.06492122606952e-07,0.000330005939210002,0.000312813621327562,6.68439113632353e-05,0.00125604334282449,2.59460023819739e-05,0.000387147897319105,1.13477619690839e-05,0.00374201450823453,2.38845556818674e-07,0.00774986156385029,0.00180734210450746,4.10787497319797e-06,0.0123043505231343,3.08704271880338e-06,0.00283042012274478,0.00138607841336487,0.000236399823542146,0.00458958983477862,8.67351878674851e-05,2.02220199963691e-05,0.000288268345873856,0.0567012341735895,0.00165162013725057,0.00332282827862706,4.74153016986851e-06,0.000467147261685017,0.00404698372482244,5.35694026208426e-05,0.000856637991668954,1,3.76022659134022e-05,1.79275730527178e-06,1.23307380013027e-08,0.0105525980973418
USP6NL,5.87043434717507e-06,1.10171348456854e-06,0.00327330315370806,0.000265149059774447,0.000177255459972704,0.000138773635072062,0.000831783473329236,3.86343612931498e-10,5.0565735997389e-08,1.47716804532628e-07,3.48636204206324e-05,0.000820272753075614,0.000456522361094886,1.7441968731093e-06,3.80139895070165e-08,0.000615868861957537,2.22430885036078e-06,6.41499852134027e-05,0.000123339951380642,5.83461962067458e-07,8.60071999146014e-06,2.63970679350641e-06,3.3302397062116e-06,1.43614806910725e-07,2.35192546258465e-05,0.000455153366813634,0.00187623363680576,3.52439979296425e-05,4.80449237627487e-07,1.77779887020442e-05,5.29023070907105e-06,5.39355789614623e-06,1.3716440083185e-05,9.3652008817402e-06,3.98753461872258e-08,8.01220212737937e-06,0.000389600432353919,0.000142207330595981,0.000124931671194918,4.16902347026979e-07,0.000426000900645145,5.80859586730187e-06,4.43723393466474e-06,1.12265721794674e-05,3.76022659134022e-05,1,1.19618225580874e-05,1.24863315983993e-08,0.000818645136238917
WDR60,2.33655746505529e-06,1.31240086992167e-08,4.3907593263711e-06,6.24960670318077e-07,4.12373626166602e-06,8.29020320294706e-06,5.85179678461251e-05,8.60807756032263e-11,0.000350262924270871,8.74955229888781e-08,1.28138840620881e-05,6.33456040355793e-06,3.26749191722039e-05,4.97734991119067e-07,1.25007615840316e-07,0.000246353371457398,3.77920510259738e-07,0.00588715422881523,0.00193474489213961,0.00164680522924901,2.46625834951578e-07,4.32351409641828e-07,3.5666568165768e-05,1.45681811446853e-07,9.78830816911612e-07,1.73816967681267e-05,0.000185759301664572,2.45667448084414e-05,7.7265120046837e-08,6.42585186826158e-06,2.04650513039942e-06,5.21115673781052e-07,6.69038515519828e-06,4.32973591732208e-06,0.000213287637841402,9.81651973049552e-05,2.0323189278954e-05,1.27915074556461e-06,0.000195167683396527,1.40937307687199e-07,2.23252174739416e-06,3.28188177271433e-07,0.000344506689410681,7.85381414456178e-06,1.79275730527178e-06,1.19618225580874e-05,1,9.34357623679641e-09,0.000165878637012589
WIPI1,1.6062010553259e-08,2.27197323277595e-05,6.7407019686667e-09,1.50613470008532e-07,8.89509868799775e-09,8.66801765984748e-08,7.30145258377016e-08,6.34929482211654e-09,2.44823991690389e-06,3.99722450463955e-05,7.70739051314933e-08,3.02182968061603e-08,1.12148734162405e-06,2.73137377488477e-10,0.000287540164179787,3.21784587394063e-08,5.30031971898111e-08,9.93440168190677e-07,2.28217669071497e-08,5.53228453810839e-10,3.6190613692225e-08,1.51128214910567e-09,1.39768785319622e-08,3.96516492259577e-06,6.93291868235722e-09,1.48488943870921e-07,5.75972325358699e-06,4.50842140324466e-09,6.88736107479612e-06,7.8301075483189e-08,9.9642294789848e-06,8.38705705482957e-07,1.90836856211858e-07,9.20056622349423e-06,1.49094791922028e-08,2.68509465425287e-06,5.09335291795178e-08,5.05746767694397e-09,1.69945190079209e-07,7.37324396089407e-06,3.65362065347023e-09,1.34001235571832e-07,5.66360656127379e-06,1.036570980393e-07,1.23307380013027e-08,1.24863315983993e-08,9.34357623679641e-09,1,3.4945801569656e-08
ZBTB18,0.00241611698262688,4.29872780853134e-06,0.00018142545173125,0.000953909513995853,0.00209562405418832,0.0148595623173572,0.112889580771974,1.04044051162182e-08,9.66860075027107e-09,4.51420005582678e-06,0.00594269562439297,0.0213979117375354,0.00194883911367956,9.79976902662595e-05,3.49592402040694e-07,0.00663386040507276,0.000932102489385289,0.00360571620761121,0.0680215869893891,0.0001557024075323,0.000410988879558779,3.75070755636237e-06,0.00107069702870409,1.02962833021293e-07,0.00798032896406345,0.00370928527067721,6.68732019964399e-05,0.00983466430319178,5.30584956623348e-06,0.0014584875060498,0.00281297758481097,0.000489794269312492,0.00506566373874183,0.00111457840897606,4.08349495474032e-05,0.000997951435792999,0.0555695860563864,0.00309374752504808,0.00913394545954437,1.04956803948597e-06,0.00126151427446762,0.00120178504118187,0.000242127792355869,0.00175881955271634,0.0105525980973418,0.000818645136238917,0.000165878637012589,3.4945801569656e-08,1
